stop_id,stop_code,stop_name,stop_lon,stop_lat
490003099N,71141,Addington Road  Glebe Way,-0.002044,51.37075
490005545N,54232,Tiepigs Lane, 0.001555,51.37388
490008289W1,57597,Holland Way, 0.006484,51.37586
490001145C,74370,Hayes (Kent), 0.010870,51.37626
490007941D,77421,Hayes  Station Approach, 0.010363,51.37749
490007949S2,54156,Hayes Hill Road, 0.006891,51.37892
490005758N,77400,Crest Road, 0.004576,51.38120
490010082E,57378,Boughton Avenue, 0.008020,51.38238
490000277E,58747,Chilham Way, 0.011147,51.38291
490006385N,47316,Eastway, 0.012494,51.38348
490009639N,48371,Marden Avenue, 0.014267,51.38523
490010307N,48557,Hayes Lane  Norman Park, 0.017410,51.38873
490007953N,72835,Hayes Road  Hayes Lane, 0.017481,51.39231
490004724N,56243,Hayes Road  Cameron Road, 0.014734,51.39717
490012775E,71153,St Mark's Church, 0.016589,51.39883
490004425N,47453,West Street Bromley, 0.014659,51.40693
490015515B,77816,Hammelton Road, 0.014207,51.40973
490010031N,77392,Morgan Road, 0.015014,51.41239
490009279N,51016,Plaistow Green, 0.016214,51.41384
490011044E,74893,Plaistow Grove (BR1), 0.019638,51.41452
490001284E,56652,Sundridge Park Station, 0.022822,51.41400
490012750E,74752,St Josephs Church, 0.027235,51.41103
490011960E,54976,Scotts Park School, 0.028517,51.41041
490003700E,71529,Baytree Close, 0.032658,51.40976
490008205E,48373,Hill Brow, 0.036990,51.41018
490014879N,53254,Wood Lodge Gardens, 0.040217,51.41288
490009258E,77633,Logs Hill, 0.044652,51.41399
490001095N,49156,Elmstead Woods, 0.045564,51.41701
490000986Z,92292,Walden Road, 0.047170,51.41949
490016724N,71256,St Keverne Road, 0.050060,51.42363
490010065N,48831,Elmstead Lane  Mottingham Rd, 0.054302,51.42746
490012372E,50820,Speke Hill, 0.055711,51.42808
490005465N,74125,Coldharbour Library, 0.057614,51.43041
490010863N,50513,Partridge Green, 0.058102,51.43168
490003279N,49433,Altash Gardens, 0.061509,51.43320
490013318E,47959,Fiveways, 0.064211,51.43507
490001205D,72664,New Eltham, 0.071133,51.43731
490006533R,73524,Eltham High Street  Pound Place, 0.058211,51.45074
490006537N,73650,Eltham High Street  Passey Place, 0.053677,51.45072
490015433F,49600,Eltham Church  Well Hall Road, 0.052052,51.45141
490006532K,49672,Eltham Station  Lassa Road, 0.051314,51.45422
490001097S,77194,Eltham Bus Station, 0.052498,51.45526
490001097A,50158,Eltham Bus Station, 0.052085,51.45503
490006532E,49914,Eltham Station  Lassa Road, 0.051597,51.45377
490006537G,56715,Eltham Church  Well Hall Road, 0.052282,51.45139
490001205E,47404,New Eltham, 0.070626,51.43662
490013318W,53512,Fiveways, 0.064960,51.43509
490005825W,72205,Crouch Croft, 0.062278,51.43336
490010863S,59508,Partridge Green, 0.057998,51.43127
490005465S,74325,Coldharbour Library, 0.057742,51.43006
490012506S,54997,St. Albans Church, 0.057415,51.42887
490010065S,59388,Mottingham Road, 0.053998,51.42709
490016724S,53744,St Keverne Road, 0.050396,51.42375
490000986Y,92291,Walden Road, 0.047390,51.41958
490001095S,58888,Elmstead Woods, 0.046031,51.41683
490009258W,55470,Logs Hill, 0.044621,51.41361
490014879S,72919,Wood Lodge Gardens, 0.040481,51.41299
490008205W,52250,Hill Brow, 0.038749,51.41028
4900018700W,57738,Ripley Arts Centre, 0.036463,51.40997
490003700W,71172,Baytree Close, 0.033171,51.40967
490011960W,77199,Scotts Park School, 0.030309,51.40998
490012750W,75889,St Josephs Church, 0.026357,51.41134
490001284W,76344,Sundridge Park Station, 0.022307,51.41405
490011044W,49620,Plaistow Grove (BR1), 0.019066,51.41460
490009279W,72684,Plaistow Green, 0.017276,51.41410
490010031S,57173,Morgan Road, 0.015234,51.41248
490015515S,73065,Hammelton Road, 0.014351,51.41038
490001036D,55956,Bromley North Station, 0.016386,51.40826
4900006507W,53499,Bromley High Street  The Mall, 0.016092,51.40190
490001037X,52891,Bromley South Station, 0.017002,51.40069
490012775J,76449,St Mark's Church, 0.016717,51.39879
490004724S,75841,Cameron Road, 0.015343,51.39600
490007953S,73991,Hayes Road  Hayes Lane, 0.017475,51.39249
490010307W,52537,Mead Way  Norman Park, 0.016913,51.38821
490009639S,51316,Marden Avenue, 0.014124,51.38492
490006385S,59141,Eastway, 0.012875,51.38366
490010082W,50702,Boughton Avenue, 0.009585,51.38270
490011453W,57802,Pickhurst Mead, 0.005532,51.38201
490005758S,57352,Crest Road, 0.005031,51.38140
490007949S1,75629,Hayes Hill Road, 0.005980,51.37946
490007941A,77929,Hayes  Station Approach, 0.010805,51.37741
490001145B,75151,Hayes (Kent), 0.011033,51.37606
490008289W2,72241,Holland Way, 0.005366,51.37526
490005545S,73666,Tiepigs Lane, 0.001418,51.37370
490003099W,76203,Addington Road  Glebe Way,-0.002198,51.37052
490009032W,53255,Layhams Road,-0.004797,51.36889
490003095W,47890,Addington Road  Pumping Station,-0.018431,51.36391
490003101A,55576,Addington Village Interchange,-0.032037,51.35647
490015533S1,77089,Fieldway,-0.026007,51.35309
490008522E,71677,Ivers Way,-0.023161,51.35081
490010184E,75938,Netley Close,-0.016100,51.35302
490006257S,51496,Frimley Close,-0.010538,51.35213
490007266S,51557,Goldcrest Community Centre,-0.010189,51.35023
490008753S,48138,Goldcrest Way  King Henry's Drive,-0.010571,51.34838
490003187S,49114,Wolsey Crescent,-0.011997,51.34695
490014151S,52119,Walsingham Road (CR0),-0.013668,51.34417
490010848W,50466,Salcot Crescent,-0.016660,51.34272
490003089A,73348,Denehurst Gardens,-0.277496,51.50834
490013879W,75271,Twyford Avenue Acton,-0.282041,51.50857
490004009W,56031,Birch Grove,-0.285394,51.50946
490000063U,77705,Ealing Common,-0.287445,51.51011
490007749W,53900,Hanger Lane,-0.293235,51.51172
490000062K,71884,Ealing Broadway,-0.300629,51.51402
490005227M,74797,Christchurch (W5),-0.305297,51.51291
490006296W,52696,Ealing Police Station,-0.310681,51.51228
490015251Q,50795,Dane Road,-0.315352,51.51146
490010362L,77584,Northfield Avenue,-0.318438,51.51100
490007489T,57300,Dean Gardens  Bedford Road,-0.321077,51.51058
490014430X,48377,West Ealing Broadway,-0.325904,51.50980
490007549W2,51042,Grosvenor Road (W7),-0.329415,51.50955
490005297E,75128,Church Road (W7),-0.333693,51.50883
490007760J,57117,Hanwell Broadway,-0.336996,51.50873
490013580N,72153,Half Acre Road,-0.341133,51.50829
490015230Q,50169,Ealing Hospital,-0.347429,51.50874
490012638W,58107,St. Bernard's Gatehouse  Windmill Park,-0.349802,51.50886
490008498W,57093,Iron Bridge,-0.357741,51.50969
490009465W,47839,Lyndhurst Avenue (UB1),-0.361094,51.51021
490015281U,75928,Dormer's Wells Lane,-0.364274,51.51076
490012244S,73215,Southall Park,-0.368918,51.51105
490013594K,59597,Southall Police Station,-0.373018,51.51085
490012241I,77979,Alexandra Avenue (UB1),-0.377729,51.51130
490010341G,49559,Abbotts Road,-0.382520,51.51192
490013805W,51340,Trinity Road (UB1),-0.386622,51.51248
490013409N,76098,Hayes Bridge,-0.390088,51.51310
490006026W1,71014,Delamere Road,-0.393479,51.51378
490012398W,58241,Springfield Road (UB4),-0.397449,51.51523
490007944W1,56335,Hayes By-Pass,-0.400167,51.51542
490013384S,72880,The Grapes,-0.406040,51.51769
490004920O,51757,Central Avenue (UB3),-0.410879,51.51863
490003873M,58340,Belmore Parade,-0.413602,51.51948
490005294K,50138,Church Road (UB3),-0.416217,51.52054
490008962F,59513,Uxbridge County Court,-0.420794,51.52240
490011690B,74863,Rosedale Park,-0.424798,51.52332
490010802W,74095,Park Road (UB4),-0.427004,51.52375
490015348W,58039,Hayes End,-0.432586,51.52490
490010032W,48029,Morgans Lane,-0.436167,51.52555
490014426W,53715,West Drayton Road,-0.439726,51.52688
490008006W,77017,New Road (UB10),-0.443529,51.52822
490009069W,75375,Lees Road (UB10),-0.447474,51.53006
490008227W,56256,Hillingdon School,-0.450464,51.53158
490013974W,49249,Long Lane (UB10),-0.452922,51.53266
490005539W,52045,Coney Green,-0.458338,51.53495
490008221W,49870,St John's Church,-0.462601,51.53509
490008220W,54562,Hillingdon Cemetery,-0.466185,51.53527
490013396N,58182,The Greenway,-0.470784,51.53658
490009602N,47616,Manor Waye,-0.472781,51.54023
490012537W,77382,St Andrew's Church (UB8),-0.472967,51.54286
490005325U,57095,Civic Centre,-0.475739,51.54449
490005845P,72750,Crown Walk,-0.482511,51.54554
490015585E,54230,Belmont Road,-0.479737,51.54743
490005185V,74373,York Road (UB8),-0.476296,51.54725
490005185N,55931,York Road (UB8),-0.476763,51.54753
490000246O,48531,Uxbridge Station,-0.479212,51.54718
490013969B,47605,Uxbridge High Street,-0.481291,51.54797
490005845R,54681,Crown Walk,-0.482306,51.54563
490014095T,77987,Vine Street,-0.477513,51.54492
490012425S,54826,St Andrew's Church  Hillingdon Road,-0.472429,51.54257
490011381E,56821,Manor Waye,-0.472107,51.54055
490013396E,73207,The Greenway,-0.471202,51.53743
490015339E,48795,Hillingdon Cemetery,-0.464667,51.53540
490008221E,49003,St John's Church,-0.460542,51.53544
490005539E,55651,Harlington Road,-0.457958,51.53551
490013974E,53693,Long Lane (UB10),-0.454123,51.53339
490008227E,53770,Hillingdon School,-0.450404,51.53208
490009069E,73381,Lees Road (UB10),-0.446773,51.52990
490008006E,49628,Heath Road (UB10),-0.443023,51.52828
490008117E,47363,Hewens Road,-0.439115,51.52705
490007952E,72007,Hayes Police Station,-0.434084,51.52536
490007946E,52809,Hayes End,-0.430705,51.52469
490010802E,49677,Park Road (UB4),-0.426963,51.52408
490011690A,48844,Rosedale Park,-0.424483,51.52369
490008962E,55179,Uxbridge County Court,-0.420117,51.52238
490005294J,72095,Church Road (UB3),-0.415874,51.52088
490003873L,47753,Belmore Parade,-0.413392,51.51971
490014994N,58936,Craven Close,-0.409415,51.51845
490014746R,77630,The Grapes,-0.404386,51.51757
490007944E,48431,Hayes By-Pass,-0.398909,51.51593
490004472E,56471,Brookside Road,-0.394849,51.51460
490006026E,76896,Hayes Bridge,-0.390944,51.51333
490013805E,74743,Trinity Road (UB1),-0.386477,51.51291
490010341H,75134,Northcote Avenue,-0.380425,51.51167
490012241J,59259,Southall Broadway  St Georges Avenue,-0.377953,51.51147
490013594R,55347,Southall Police Station,-0.373228,51.51103
490012244T,56815,Southall Park,-0.369563,51.51115
490015281V,71557,Dormer's Wells Lane,-0.364680,51.51108
490009465E,72294,Lyndhurst Avenue (UB1),-0.361387,51.51049
490008498E2,50588,Iron Bridge,-0.357677,51.50987
490012638E,53877,St. Bernard's Gatehouse  Windmill Park,-0.349533,51.50911
490015230P,76963,Ealing Hospital,-0.347361,51.50902
490013580M,55674,Half Acre Road,-0.340101,51.50855
490007760E1,52131,Hanwell Broadway,-0.335177,51.50883
490007549E,50509,Grosvenor Road (W7),-0.329095,51.50963
490014430U,71762,West Ealing Broadway,-0.323796,51.51029
490010362R,52036,Dean Gardens  Bedford Road,-0.321246,51.51069
490004500M,57121,Broughton Road,-0.315955,51.51153
490012763E1,76780,St Leonards Road Ealing,-0.312736,51.51204
490006301E,56240,Longfield Avenue Ealing,-0.308749,51.51268
490019653E,91539,Bond Street,-0.306547,51.51301
490000062H,47760,Ealing Broadway,-0.302979,51.51400
490010339E,59530,North Common Road (W5),-0.296943,51.51316
490007749E,76126,Hanger Lane,-0.293542,51.51200
490000063S,53898,Ealing Common,-0.288374,51.51070
490004009E,54900,Birch Grove,-0.284060,51.50929
490013879R,59122,Twyford Avenue Acton,-0.281505,51.50865
490003089B,55800,Denehurst Gardens,-0.277348,51.50843
490003554W,91245,Cleveland Terrace,-0.180120,51.51716
490001221H,51171,Paddington Rail Station,-0.174472,51.51637
490012797P,47781,St Marys Hospital,-0.172485,51.51740
490000072G,71584,Edgware Road (Circle line) Station,-0.167682,51.51967
490000077D,56230,Euston Station,-0.132311,51.52772
490015700C,53509,British Library,-0.126607,51.52903
490000129E,47997,King's Cross St. Pancras,-0.123071,51.53050
490001172K,74473,Kings Cross Road,-0.118562,51.53111
490005904E,48684,Penton Rise,-0.115772,51.53131
490010928E,76752,Penton Street,-0.111750,51.53164
490015108S,50320,Angel Station,-0.107658,51.53191
490003327H,59293,Angel Islington  City Road,-0.104742,51.53165
490004937E,72611,Central Street,-0.099292,51.53026
490014780E,49340,Windsor Terrace,-0.093487,51.52875
490010012E,57737,Moorfields Eye Hospital,-0.090876,51.52811
490010108C,76090,Old Street,-0.088357,51.52734
490011448S,53405,Pitfield Street Shoreditch,-0.083112,51.52590
490005910S,53485,Shoreditch High Street Station,-0.079729,51.52406
490000138L,56151,Liverpool Street Station,-0.079914,51.51796
490000003B,47908,St Botolph Street,-0.075140,51.51496
490006229ZY,,Duke's Place,NA,NA
490005910A,55524,Curtain Road,-0.079862,51.52400
490011448Z,73334,Ravey Street,-0.082483,51.52542
490010109E,73921,Old Street Roundabout,-0.088292,51.52648
490010012N,51748,Moorfields Eye Hospital,-0.090716,51.52779
490014780W,73417,Windsor Terrace,-0.093307,51.52858
490004937W,52126,Central Street,-0.099369,51.53015
490003327J,52920,Angel Islington,-0.105188,51.53169
490000007R,59093,Pentonville Road  Baron St,-0.107765,51.53178
490010928W,49357,Penton Street  Chapel Market,-0.110438,51.53164
490005904W,54472,Penton Rise,-0.115314,51.53121
490001172X,53943,Kings Cross  Caledonian Road,-0.120520,51.53084
490000129R,76007,King's Cross St. Pancras,-0.121689,51.53047
490004722A,72626,St Pancras International,-0.125134,51.52942
490009498W,51702,British Library,-0.128285,51.52816
490015043L,58281,Edgware Road (NW1),-0.166522,51.51876
490015044Z,72773,Sussex Gardens,-0.169095,51.51713
490012797N,49046,St Marys Hospital,-0.172456,51.51670
490001221F,75205,Paddington Rail Station,-0.175704,51.51549
490007054E,55119,Fulham Palace Road,-0.210617,51.47195
490010123E2,71721,Munster Road,-0.207487,51.47392
490011385E,55146,Radipole Road,-0.204568,51.47637
490010861T,56086,Parsons Green Lane Fulham Lib,-0.201620,51.47773
490008547E,53843,Fulham Broadway,-0.198441,51.48022
490000084L,74211,Fulham Broadway Station,-0.194477,51.48029
490005075E,73495,Chelsea Village,-0.192531,51.48034
490005069E,53438,Chelsea Football Club,-0.190017,51.48019
490008380HD,48434,Hortensia Road,-0.186939,51.48227
490006437HE,74899,Edith Grove,-0.184891,51.48379
490005062HF,48050,Chelsea & Westminster Hospital,-0.182489,51.48515
490000212E,75622,South Kensington,-0.174815,51.49446
490004436C,58397,Victoria and Albert Museum,-0.170883,51.49623
490004437E,47562,Brompton Square,-0.167306,51.49777
490007841KB,48101,Harrods,-0.164273,51.49941
490000130KD,73576,Knightsbridge Station,-0.162332,51.50073
490000119T,55437,Hyde Park Corner,-0.153508,51.50302
490010574D,72594,Old Park Lane  Hard Rock Cafe,-0.148025,51.50428
490000093PB,52053,Green Park,-0.142554,51.50702
490011748H,50071,Old Bond Street Royal Academy,-0.139360,51.50829
490000179B,72481,Piccadilly Circus,-0.136235,51.50931
490016425WA,48514,Gerrard Place  Chinatown,-0.130390,51.51268
490004359OA,50334,British Museum,-0.125628,51.51844
490011816N,55315,Montague Street,-0.126078,51.52013
490011815K,77186,Bedford Place,-0.124883,51.52081
490003794O,71840,British Museum,-0.124179,51.51900
490006008W,54965,Dean Street  Chinatown,-0.130937,51.51235
490011791K,47458,Trocadero  Haymarket,-0.133391,51.51120
490000179S,47194,Piccadilly Circus,-0.136270,51.50915
490010526G,54601,Old Bond Street Royal Academy,-0.139801,51.50809
490000093PE,58785,Green Park,-0.142841,51.50668
490007492E,73201,Green Park  Constitution Hill,-0.147792,51.50400
490000119N,74570,Hyde Park Corner,-0.153449,51.50271
490000130KC,57002,Knightsbridge Station  Harrods,-0.162390,51.50036
490004437W,72303,Brompton Square,-0.167493,51.49744
490004436F,77289,Victoria and Albert Museum,-0.169841,51.49635
490000212S1,56760,South Kensington,-0.174586,51.49442
490005062HA,75118,Chelsea & Westminster Hospital,-0.181817,51.48538
490006437HB,74282,Edith Grove,-0.183715,51.48438
490008380HC,49072,Hortensia Road,-0.186512,51.48251
490005069W,54387,Chelsea Football Club,-0.189950,51.48007
490000084M,75456,Fulham Broadway Station,-0.194704,51.48002
490008547F,47847,Fulham Broadway,-0.197656,51.48038
490010861V,77928,Parsons Green Lane Fulham Lib,-0.202268,51.47701
490011385W,77462,Radipole Road,-0.205337,51.47585
490010123W2,50175,Munster Road,-0.207568,51.47368
490007054W,72537,Fulham Palace Road,-0.210135,51.47211
490011285S1,73076,Putney Heath  Green Man,-0.221236,51.45324
490015287E,76800,Edgware,-0.274197,51.61273
490000070A,51582,Edgware,-0.275824,51.61477
490004366E,48151,Broadfields Avenue Edgware,-0.271807,51.61825
490008197E,56720,Farm Road,-0.266564,51.61785
490005442E,48215,Cloister Gardens,-0.261302,51.61719
490003407E,72278,Ashbourne Grove,-0.255488,51.61549
490007665E,48512,Hale Grove Gardens,-0.251877,51.61437
490015207F,50591,Mill Hill Broadway,-0.248106,51.61441
490012811K,76298,St Michaels Church,-0.244914,51.61478
490010791S,72642,Parkmead Gardens,-0.244232,51.61186
490004580E,73191,Bunns Lane Bridge,-0.238896,51.60755
490005595E,71155,Copthall Gardens Page Street,-0.234265,51.60818
490010722E,57134,Page Street Mill Hill,-0.232138,51.60791
490005596E,58978,Copthall Sports Centre,-0.227005,51.60844
490011859E,49290,Salcombe Gardens,-0.222056,51.60869
490011794N,50957,Rushden Gardens Mill Hill,-0.218171,51.61164
490004049E,58240,Bittacy Hill,-0.215486,51.61306
490011892S,53421,Sanders Lane,-0.212435,51.61022
490000147B,54373,Mill Hill East,-0.209406,51.60829
490003052N,57432,Abercorn Road Mill Hill,-0.207059,51.60664
490006835N,47219,Finchley Golf Club,-0.204676,51.61140
490010862E,59015,Partingdale Lane,-0.201843,51.61547
490005321E,58048,Cissbury Ring  Western Arm,-0.196123,51.61621
490013049E,73759,Sussex Ring,-0.190962,51.61521
490003373E,47734,Argyle Road  Avondale Avenue,-0.186392,51.61356
490010182O,76086,Nether Street,-0.184961,51.61322
490014813J,57988,Woodberry Grove (N12),-0.179203,51.61129
490013149K,55186,Tally Ho Corner,-0.177040,51.61372
490015518E,71568,North Finchley Bus Station,-0.175943,51.61334
490010369G,75371,North Finchley High Road,-0.174596,51.61237
490007575E,51192,Grove Road (N12),-0.171462,51.61164
490008250E,57318,Woodhouse College,-0.167075,51.61155
490009102E,54617,Lewes Road,-0.164293,51.61176
490007030E,50621,Colney Hatch Lane,-0.159775,51.61242
